Theta Mix4Av Mix6Av Mix8Av Mix10Av Kav Tav MedianMix4 95%Mix4 MedianMix6 95%Mix6 MedianMix8 95%Mix8 MedianMix10 95%Mix10
70.7865168539326 0.040445708424086 0.003265741688502 8.95106048158339E-05 2.33402891667503E-05 0.000162599954836 0.000106183452916 0.024366246742621 0.130311883353895 0.001449572750764 0.013279707770374 4.98102965830173E-05 0.000353082397069 7.73957242178073E-06 9.90224284822899E-05
72.8089887640449 0.038437651439601 0.003874385454279 9.20618381013081E-05 2.53006908688164E-05 0.000179720905382 0.000101049634033 0.024848192267803 0.112712037906766 0.001485052506083 0.015925976219448 4.9977535658923E-05 0.000354866427684 8.64474696282819E-06 9.75742722273822E-05
74.8314606741573 0.036398371670074 0.004598067097122 9.73143389174837E-05 2.92696430420696E-05 0.000193990262128 9.51611747554892E-05 0.024947390227805 0.110769009353126 0.001601911113073 0.018313049556118 5.148796154385E-05 0.000356499875835 9.70938501883073E-06 0.000101696257126
76.8539325842697 0.035319155652413 0.005187502048553 0.000117453521158 3.53230426545575E-05 0.000206634630898 9.57775540580612E-05 0.023243764864886 0.105277713362864 0.00178059255248 0.02084090155215 5.44591156953708E-05 0.00037413744245 1.06712535592195E-05 0.000109682121008
78.876404494382 0.036866540633332 0.005524940437811 0.000122397598054 3.18449046225207E-05 0.00020036898026 0.000100833351596 0.022264776053429 0.120197492263916 0.001945883043143 0.02261070987927 6.00960497329101E-05 0.000471696957841 1.07778787301487E-05 0.000102547152855
80.8988764044944 0.040143151285976 0.005972753992613 0.000139322630682 3.26690668295303E-05 0.000194041537143 0.000117713886942 0.022810717273068 0.148532144113381 0.002073954322361 0.02550642902932 6.57459665128766E-05 0.000528262917123 9.7383561729277E-06 0.000101752743732
82.9213483146068 0.044035804586346 0.006301596728592 0.000154277594822 3.24137981296488E-05 0.000189979506092 0.000136543674008 0.019601240987197 0.176323749979349 0.002323433264572 0.023684940474216 6.11707697031779E-05 0.000502357578796 9.85471564887915E-06 0.000109922164351
84.9438202247191 0.048411883956755 0.007599211531096 0.000151035866142 3.77170570334928E-05 0.000209789816149 0.000150944388924 0.016040916022312 0.200467068460253 0.002499446571145 0.021548000764649 6.00528713739035E-05 0.000536632038256 1.04198653301848E-05 0.000104395316356
86.9662921348315 0.053997573234091 0.007985562996696 0.000150420045247 3.35393773498482E-05 0.000205500196984 0.000166453384172 0.015003664755472 0.21438258677534 0.002547127549486 0.025752480202516 5.83665679534718E-05 0.000594611206433 1.01936341831011E-05 9.91297911566334E-05
88.9887640449438 0.048908054663884 0.007317784666264 0.000130783502907 2.8862336013312E-05 0.000170584115757 0.0001676758413 0.013817710245013 0.219195901417487 0.002566866924974 0.027850565190879 5.45012502315061E-05 0.000506067209352 1.14541944249268E-05 9.08377934985811E-05
91.0112359550562 0.050169092882079 0.006853234218261 0.00012269416312 2.70785753592239E-05 0.000161165056551 0.000171680519635 0.015849474751081 0.237740958069596 0.002700556853303 0.025967013473663 5.83073293049414E-05 0.000457728635386 1.11636513264158E-05 9.16606847365723E-05
93.0337078651685 0.05304762787384 0.006893598766091 0.000121681700036 2.66246574917953E-05 0.000162214515962 0.000175171089176 0.017874386797871 0.239348114219654 0.002641327357371 0.026349801880986 6.08650556267696E-05 0.000450679802925 1.11439411856065E-05 9.54817085017926E-05
95.0561797752809 0.053457986883586 0.006814774649276 0.000128727659197 2.67698171237006E-05 0.000165544903787 0.000172578353787 0.022314763472293 0.22732193809627 0.002822775729013 0.025651053844673 6.12646339848623E-05 0.000498964529416 1.00149124337157E-05 0.000106368606597
97.0786516853933 0.050704945857013 0.006614075516699 0.000142057279143 2.73595405176604E-05 0.000174536898834 0.000167483232345 0.025554444132846 0.18204781391441 0.002893296717793 0.025410507212589 7.14261886085478E-05 0.000526947176697 9.70791481620078E-06 0.000111505757126
99.1011235955056 0.045892799573397 0.006365115183309 0.0001613480533 2.78603586025624E-05 0.000188682370881 0.000169620003039 0.026140397868852 0.146605414919295 0.00270072623009 0.022983604057128 8.28532293901305E-05 0.000619025507194 9.96488789010047E-06 0.000118712537655
101.123595505618 0.044106199864874 0.006195055419439 0.000186814000937 2.84933978626567E-05 0.000208411121274 0.000182068149517 0.026179358927182 0.1534708761046 0.002598947431591 0.023440527392789 9.45496020696744E-05 0.000694553134008 1.0378449376552E-05 0.00011734851261
103.14606741573 0.047602889312135 0.006527967985612 0.000203860895406 2.92525157882584E-05 0.000221951477972 0.000203156204444 0.027590089789819 0.17206497453349 0.002880965889788 0.024789372938642 9.91611783047456E-05 0.000836658976981 9.91575558910336E-06 0.000129277930895
105.168539325843 0.051917299143731 0.007300444118185 0.000213144289899 3.04905013680645E-05 0.000231114178735 0.000223439861388 0.029941188738518 0.180950325684062 0.003365327394093 0.027681696867917 9.641125922624E-05 0.000855448296459 1.0242206298115E-05 0.000143799215237
107.191011235955 0.055745401190612 0.008377085525647 0.00021766128617 3.34518988295132E-05 0.000235874076681 0.000232854844424 0.032787639034239 0.194467053113065 0.00402601304121 0.027694946153934 0.000112034701771 0.000859041669103 1.10357172353683E-05 0.000161143398498
109.213483146067 0.060890822638984 0.009138187234879 0.000230395685821 3.94553358396792E-05 0.000242814041307 0.000219151831814 0.03382519011959 0.248624922132084 0.004731449478982 0.030384438455269 0.000110931730758 0.000850836018665 1.26359049216458E-05 0.000191399903011
111.23595505618 0.069416074485568 0.009770262032105 0.000247693477269 4.48858695822352E-05 0.000242475156018 0.000216455895003 0.038469695500667 0.238078729182645 0.005304329938731 0.03290058887371 0.000114134390559 0.000994771500137 1.27916992303971E-05 0.00019990943139
113.258426966292 0.074321701603876 0.011122026474601 0.000270688182675 4.6659402009117E-05 0.000235493326477 0.000237069007754 0.044380680788271 0.257895385287921 0.005962005364617 0.038002392128303 0.000132506750571 0.001059739430888 1.22720856982929E-05 0.000242304664889
