Ecms,phase_sing_20,phase_trip_20,delta_plus20,delta_minus20,epsi_p20,phase_sing_21,phase_trip_21,delta_plus21,delta_minus21,epsi_p21,phase_sing_22,phase_trip_22,delta_plus22,delta_minus22,epsi_p22,phase_sing_23,phase_trip_23,delta_plus23,delta_minus23,epsi_p23,phase_sing_24,phase_trip_24,delta_plus24,delta_minus24,epsi_p24,phase_sing_25,phase_trip_25,delta_plus25,delta_minus25,epsi_p25,phase_sing_26,phase_trip_26,delta_plus26,delta_minus26,epsi_p26
110.0,-0.35885351832956325,-0.3426264051608184,-0.48260918752037124,0.31280098892528807,0.02835104835366826,0.19531841870588806,0.24167853796505734,0.025356135696619903,0.26861854589571743,-0.053570870474802926,-0.06739280967545577,-0.035401149429258365,-0.059437776410396465,0.1962053988590499,0.12110003319303685,0.02035713199374316,0.036398448028231375,0.006325854445354243,0.03923306145178465,-0.020353262164761413,-0.023620931304249557,-0.013398793021268594,-0.010094959990436629,-0.006669583958626353,0.0356144387715211,0.005011232162347998,0.0032327564948999746,0.0014218967615344613,0.0034054582658211525,-0.006332644247215637,0.13769262985609979,-0.07120051240938273,0.0,0.0,0.0
113.0,-0.3643025122672234,-0.3413477635684878,-0.49287158051510027,0.2967535818975139,0.02660304579729929,0.20015983567317464,0.24243621223711245,0.02543085842077783,0.2690821140068676,-0.053306053651092915,-0.06829184992483399,-0.03549179646246862,-0.06181622396121562,0.20617050428608147,0.12307872524569652,0.021094755473963552,0.03841467749288983,0.0065830274706233215,0.041462416746250404,-0.020821301488109394,-0.024203136991708656,-0.01380535627233536,-0.010557311761152294,-0.006688163620784448,0.036643372071186606,0.005197096183632566,0.0034115280587240946,0.0014958484480649896,0.0035929473767017718,-0.006557794912103603,0.12624979998984115,-0.08257228094191087,0.0,0.0,0.0
116.0,-0.36972348778315356,-0.3398543318018145,-0.5030277797487244,0.28109614167219044,0.02477613666921351,0.20486809879317738,0.2430190816127919,0.025447933420414157,0.2693573231913608,-0.05300904510789973,-0.06916520624954804,-0.03551860025402041,-0.06421610474717288,0.21624184549968134,0.12497844563859212,0.02181160156776155,0.04040611347106399,0.006841328385735544,0.04375640829531828,-0.021278990383388638,-0.02478463835188546,-0.014212415795505855,-0.011023562589555412,-0.0066902834227530175,0.03766091825884859,0.005381953754455747,0.003597323186814307,0.0015708559152871843,0.003784744099741054,-0.006781580686699536,0.1151439733983751,-0.09387986558701153,0.0,0.0,0.0
119.0,-0.37511700231919687,-0.3381672865177623,-0.5130844406622516,0.26581839561405446,0.022870933494723765,0.20944072950370363,0.2434371778002099,0.025409956838988047,0.2694565503711863,-0.05268413952104608,-0.07001441282057966,-0.03547991130111352,-0.06663577335336511,0.22639771899244615,0.12679757112717296,0.02240909146267391,0.04204722427389814,0.007100632863424965,0.04611526075533626,-0.021726456761740044,-0.025434657181254906,-0.014632629018502603,-0.011493462044981551,-0.006675814810948757,0.038667199972902334,0.0055614652710545805,0.0037820933388539256,0.0016468805020979154,0.0039808421683216995,-0.007003931855596442,0.10436377612271992,-0.10511958302157609,0.0,0.0,0.0
122.0,-0.38048348542768456,-0.3363058471830822,-0.5230362600183475,0.2508986799717303,0.020888629875967075,0.2138757190530542,0.24369998669982976,0.025309955113962564,0.2693892004439704,-0.05232884861476436,-0.07084091976988838,-0.03537436137147626,-0.0690753221552546,0.23662832396515718,0.12853699532608595,-0.0002806516996758869,-0.00027834874562487926,0.0073608183124725685,0.04853917079423197,-0.0221638276020712,-0.0002734778809920605,-0.00026949106150706475,-0.011966774013623512,-0.006644635953752362,0.039662354934952467,-0.00029110343178377374,-0.0002966343693080494,0.0017238857836562012,0.004181239689021271,-0.007224787363603205,0.09389850352952399,-0.11628787170802102,0.0,0.0,0.0
125.0,-0.38582325925460487,-0.33428861038331376,-0.5328892202427485,0.2363269775755781,0.01882834784166659,0.21817150098140062,0.2438164054100339,0.025150222322770425,0.269166488305659,-0.05194680556221756,-0.07164609912236583,-0.03520055613318057,-0.07153425683087379,0.24691982918545957,0.1301967537101029,0.02413578957995433,0.047222202057145835,0.0076217633512834955,0.05102830517806924,-0.022591228117168547,-0.026459243401861805,-0.015385315207409631,-0.012443275553548828,-0.0065966301409859825,0.040646534666069406,0.005939550823778852,0.004140683386227433,0.0018018374606495963,0.004385938993329443,-0.0074440937281133965,0.08373806319515102,-0.12738165319717124,0.0,0.0,0.0
128.0,-0.39113654685393406,-0.33213376605115724,-0.5426454882448638,0.2220923258270804,0.016691383111558586,0.22232692470949916,0.2437948735651603,0.024930231037644923,0.2687980932601986,-0.05153954078421956,-0.07243125149050866,-0.03495708183960347,-0.07401155055481096,0.2572585524908062,0.1317770900756852,0.025038479670134,0.04984659149180637,0.007883347376857301,0.053582798878936994,-0.023008780953593884,-0.02688399236197311,-0.01575203989082088,-0.01292275589621066,-0.006531684479123175,0.04161990400060453,0.0061354096362683744,0.004347986098881279,0.0018807032486481152,0.004594946501401879,-0.00766180404992992,0.07387292105228607,-0.13839827543228939,0.0,0.0,0.0
131.0,-0.39642342281961856,-0.32985869682624863,-0.5523072530623186,0.2081827463121985,0.014477804336227655,0.22634122753421337,0.24364333200370866,0.024649537720995745,0.2682931010051219,-0.051108468048252274,-0.07319761218521084,-0.034642511830204684,-0.07650767099842055,0.26763042988176144,0.13327778114413533,0.025833478558442598,0.05221604187257245,0.008145450178665027,0.05620275333020597,-0.023416605539512737,-0.027401822455430516,-0.016120704898701484,-0.013405015768645993,-0.006449688845642427,0.042582640262428924,0.006324850672576054,0.0045624257819764195,0.0019604527541184566,0.004808272599756624,-0.007877877249563663,0.06429405646829066,-0.14933545885094787,0.0,0.0,0.0
134.0,-0.40168410595539983,-0.3274802182310779,-0.5618758681845806,0.19459020155272705,0.012188873539308066,0.23021396809084985,0.24336926567285358,0.024307780440972194,0.2676600394744671,-0.05065489541955636,-0.07394635650015377,-0.03425541270391534,-0.07902155433889234,0.27802185436451693,0.1346990901416562,0.02660512160168067,0.05453132844849858,0.00840795158318399,0.05888823474517282,-0.02381481769145676,-0.027915480379082334,-0.016480743674386015,-0.013889866977850654,-0.006350534980467381,0.04353493148969113,0.006514532500630106,0.004751474379962646,0.002041057338089468,0.005025931531515791,-0.008092277547373902,0.054993102970463004,-0.1601912527147932,0.0,0.0,0.0
137.0,-0.406918545274098,-0.32501449310160324,-0.5713532132975462,0.18130403410362012,0.009825193615312611,0.23394516647894825,0.24297972880500757,0.023904676346405113,0.2669069131312065,-0.0501800352279173,-0.074678603587306,-0.033794350176938284,-0.0815526112069928,0.2884192410009239,0.13604120851275192,0.027304830468163913,0.05659231030593216,0.008670731120239066,0.06163927252429535,-0.02420352945608024,-0.028457838005315095,-0.01684303416473054,-0.014377132115731855,-0.006234115632735119,0.04447697395633017,0.006699465881428524,0.004971849357155372,0.0021224899796491712,0.005247941295795109,-0.0083049741024449,0.045961593777495216,-0.17096399572567852,0.0,0.0,0.0
140.0,-0.4121267113861998,-0.3224770138801764,-0.5807408207398526,0.16831542338981592,0.007387106252168927,0.2375350221961277,0.2424813692264541,0.023440018962529216,0.26604123547351305,-0.04968501311661944,-0.0753954193585601,-0.033257894647779326,-0.08409909521546308,0.2988099447021315,0.13730447166549256,0.027389203407657832,0.0562682144670775,0.008933667719991125,0.06445585773167603,-0.02458284907920454,-0.029348001115008144,-0.01727587654469128,-0.014866644205449734,-0.006100323719206093,0.04540896970154853,0.006853465840140845,0.005183340439888311,0.0022047251533371683,0.005474323552500495,-0.00851594068485329,0.03719197638329918,-0.18165228179701767,0.0,0.0,0.0
143.0,-0.41730853273194674,-0.3198825869778544,-0.5900401309744594,0.15561607350210685,0.004875187356276052,0.24098406563781305,0.24188045163865832,0.022913675362984342,0.2650700597631368,-0.04917087615995506,-0.07609781903840103,-0.03264462654445895,-0.08666253782689733,0.3091793700357011,0.13848904842032567,0.02397677450739203,0.04712118819733322,0.009196639453925192,0.06733794163279211,-0.02495288097826349,-0.03134510586006278,-0.017686772862822882,-0.015358246201154672,-0.005949051514786931,0.04633112476764798,0.006843016524807397,0.0053106101523110035,0.002287738728192051,0.005705103530381783,-0.008725155289510277,0.028676901185318442,-0.1922549299844751,0.0,0.0,0.0
146.0,-0.42246390115498983,-0.31724531974436304,-0.5992524887084744,0.14319821555989665,0.002290013180134925,0.24429308902616448,0.2411828798230426,0.02232558327366106,0.2640000079978148,-0.048638600066992076,-0.07678676992163333,-0.031953141523363475,-0.08924125456891185,0.3195152654259427,0.13959541352347785,0.03001523239739506,0.06526925310236732,0.009459523327296819,0.07028543429124216,-0.025313725644595615,-0.02985507953531963,-0.017858027452810177,-0.01585179037014961,-0.005780189928059105,0.04724364842747741,0.007281579150279338,0.005612996679402862,0.002371507886656852,0.0059403099383313765,-0.008932599674178688,0.020409358903420417,-0.20277095792775232,0.0,0.0,0.0
149.0,-0.427592625538687,-0.31457590728110607,-0.6083791529470683,0.13105456447687347,-0.0003678398754802378,0.2474631234181889,0.24039421775086275,0.021675748145193102,0.2628372981808373,-0.048089095551354766,-0.07746319453109493,-0.031182055555061254,-0.09183458061813704,0.3298050328512907,0.14062404843998305,0.030953126598091428,0.06835101308128469,0.009722195119639761,0.07329820322832993,-0.02566547947955763,-0.03023278667200503,-0.018181954184094937,-0.016347137666466262,-0.00559362790806914,0.048146753174815815,0.007473468515031295,0.005850708453864628,0.002456011054458487,0.006179974881353238,-0.00913825887181763,0.012382655097402806,-0.2131995583039637,0.0,0.0,0.0
