Ecms,phase_sing_20e,phase_trip_20e,delta_plus20e,delta_minus20e,epsi_p20e,phase_sing_21e,phase_trip_21e,delta_plus21e,delta_minus21e,epsi_p21e,phase_sing_22e,phase_trip_22e,delta_plus22e,delta_minus22e,epsi_p22e,phase_sing_23e,phase_trip_23e,delta_plus23e,delta_minus23e,epsi_p23e,phase_sing_24e,phase_trip_24e,delta_plus24e,delta_minus24e,epsi_p24e,phase_sing_25e,phase_trip_25e,delta_plus25e,delta_minus25e,epsi_p25e,phase_sing_26e,phase_trip_26e,delta_plus26e,delta_minus26e,epsi_p26e
9.0,-0.0902638914667873,-0.06365293795812223,-0.03242695189306419,1.5537934684269492,0.030757830131253196,0.007469705810436167,0.023770263786567724,0.0008007419253593864,0.028070396514244925,-0.008320334425475926,-0.004101426309590086,-0.0015631482857676768,-0.00039301812151780236,0.0002515476440248496,0.005229169133590928,0.00025242868623178116,0.0001098787714792886,1.745074783201569e-05,0.00011631430064739104,-0.00029900827933042307,-0.00020930012339107884,-5.722857681470286e-05,-1.2945597500178026e-05,-5.3279958784473055e-05,0.00024365303381470996,1.1332739239465209e-05,2.5693227482599595e-06,5.260961420589614e-07,2.588396657683349e-06,-1.2818784996048441e-05,0.9541039339314978,0.11230711564635391,0.0,0.0,0.0
10.0,-0.09763014194767268,-0.07301887903194768,-0.03793568805578691,1.5093434037189237,0.03223623632074636,0.008792395764282751,0.027526450397212215,0.0010072845914987309,0.032481921641219616,-0.009696664889815538,-0.005004594643584843,-0.0019497352794097065,-0.0005241901502310453,0.000346025155380113,0.006434775308972997,0.00033237854860575553,0.00014898065659204189,2.5073546110017707e-05,0.00015783755226906433,-0.0003952450092793332,-0.0002892436628922007,-8.101189686584036e-05,-1.9506663048658207e-05,-7.509633660713328e-05,0.0003386128545396821,1.6997895230667097e-05,3.94655645913008e-06,8.65721432307034e-07,3.977978937739044e-06,-1.9294653883763902e-05,0.9339152909566791,0.12224123602074709,0.0,0.0,0.0
11.0,-0.10452463876677906,-0.0821045119844985,-0.043545935633346244,1.468792286779236,0.033531049013529136,0.010157280724199289,0.03137282900925314,0.0012317066220943209,0.036995920002522095,-0.01108189051999678,-0.005949672503464521,-0.0023647531816264563,-0.0006754235070229442,0.0004690901428651818,0.007712279167402848,0.0004223468041163866,0.00019492691308386635,3.446350144312226e-05,0.00020673974568811312,-0.0005043737851897699,-0.0003836472753694406,-0.00010987620320677834,-2.7931013950881683e-05,-0.00010138414480093186,0.00045138827474833486,2.4205302533921583e-05,5.7521209123390495e-06,1.3377018328781269e-06,5.801211494741739e-06,-2.757472189404089e-05,0.9146165369047697,0.13132455830903353,0.0,0.0,0.0
12.0,-0.11099844234282037,-0.09091131904760189,-0.04922666519104536,1.4314701587043028,0.03467347479761162,0.011558945959256557,0.035290878594029754,0.0014720753807334964,0.04159037269623516,-0.012466776514612407,-0.006927000240500196,-0.0028041580197943946,-0.0008463996870896302,0.0006239131175657666,0.009049615459769546,0.0005217000335697366,0.00024781827863141006,4.570390726871941e-05,0.0002631489098118203,-0.0006256313330620215,-0.0004922320318184473,-0.00014396545204172235,-3.83940320993225e-05,-0.00013220277352421692,0.0005818952102434541,3.306667709609821e-05,8.036125447429517e-06,1.965702124325796e-06,8.109520702398494e-06,-3.780474167319064e-05,0.8961248372135079,0.13959056070452386,0.0,0.0,0.0
13.0,-0.1170963347174714,-0.09944493157173075,-0.05495354340529645,1.39686616406079,0.0356883371365558,0.012993314951943799,0.03926464134755187,0.0017266058913756649,0.0462462465035951,-0.013844120202854573,-0.007928459541625802,-0.003264309429672008,-0.0010366921601925687,0.0008131533973025669,0.010436360528758052,0.0006300432793816063,0.000307761370682815,5.885227565579111e-05,0.00032714102604152135,-0.0007582050103290946,-0.0006142995872271006,-0.00018333698152875552,-5.1045257121099785e-05,-0.00016754428284831142,0.000729802422094485,4.3667594046251555e-05,1.0843411046751298e-05,2.7728010146530082e-06,1.0949099412960033e-05,-5.0099338186025044e-05,0.8783668965941793,0.14707821096705212,0.0,0.0,0.0
14.0,-0.12285749136290482,-0.10771323480050442,-0.06070740086951082,1.3645820881748159,0.03659552995542582,0.014457296581076633,0.043280262799561396,0.0019936677486544208,0.0509469729461776,-0.015208296467033044,-0.008947245974551576,-0.0037419555776529584,-0.0012458062578552306,0.0010390190177282277,0.01186353192163714,0.0007463093687311877,0.0003747046579522682,7.394432393359236e-05,0.0003987531580401879,-0.0009012702387095515,-0.0007495453393607947,-0.0002280264775603654,-6.600824594584168e-05,-0.00020734693667295357,0.0008946027010034621,5.60645678537834e-05,1.4213319752660257e-05,3.78112267283621e-06,1.4360861574542587e-05,-6.454314447118768e-05,0.861278397343676,0.15382914057237393,0.0,0.0,0.0
15.0,-0.12831617681957147,-0.1157252355843418,-0.06647308400714465,1.3343016360947348,0.03741111785559208,0.015948527622893928,0.04732563811549904,0.0022717825994396077,0.05567804622658417,-0.016554914416861424,-0.009977667400844588,-0.0042342060401571735,-0.0014732050419607539,0.0013033267095604521,0.01332340085521464,0.0008699236050633943,0.00044865964962929325,9.099777314071571e-05,0.00047799348784405895,-0.0010540139920725716,-0.0008972275060939606,-0.00027799798307038686,-8.338182512226718e-05,-0.00025150714112344566,0.0010756741252191373,7.02924296308064e-05,1.818009050683265e-05,5.011503498461771e-06,1.8380587291784706e-05,-8.119323852457328e-05,0.8448030049222586,0.15988579675420694,0.0,0.0,0.0
16.0,-0.13350239974740283,-0.12349038237458708,-0.07223858447002111,1.305769477506648,0.038148172828415046,0.01746518287414512,0.05139013531958311,0.002559616631959184,0.060426707272150916,-0.01788055508913095,-0.011014973941136916,-0.004738500390807157,-0.0017183261709921723,0.0016075571353302836,0.014809327753659491,0.0009983756979733492,0.0005292787906036807,0.00011001569501399285,0.0005648489383070425,-0.0012156490213200283,-0.0010584125759055937,-0.00033329009174117144,-0.00010324255194711983,-0.00029988960601899965,0.0012723264518159684,8.63516247190418e-05,2.277249021510991e-05,6.483223715645467e-06,2.3039199780484972e-05,-0.00010008258626127872,0.8288913105413526,0.16529024104497458,0.0,0.0,0.0
17.0,-0.13844250244177803,-0.13101815906430314,-0.07799437269720236,1.2787765660689967,0.03881741126332223,0.01900583420523175,0.05546437542719606,0.0028559705483375115,0.0651816915675319,-0.019182569369022403,-0.01205521498522723,-0.005252576207904492,-0.001980593709952209,0.0019529037991430807,0.016315618616014705,0.0011368693648322345,0.000617544086804407,0.00013098931347088277,0.0006592909716005756,-0.001385422377619006,-0.0012268844707710674,-0.00039347453670933496,-0.00012564784561536557,-0.0003523357076367926,0.0014838323503110916,0.00010428156228573315,2.8017056157579898e-05,8.213832835757069e-06,2.836312633152217e-05,-0.00012122394368321435,0.8134998507546671,0.1700833811875212,0.0,0.0,0.0
18.0,-0.14315967668411989,-0.13831784653918613,-0.08373288430622507,1.2531496128423754,0.03942767912209144,0.020569345727636943,0.059540055491110494,0.0031597684209841623,0.06993302518838722,-0.020458921520903946,-0.013095116833839947,-0.005774438135317806,-0.0022594272638740962,0.002340315637761114,0.017837397411438954,0.0012788970749080925,0.0007123349061273825,0.00015390029259834922,0.0007612800291472939,-0.00156262051906124,-0.0014075459395421024,-0.00045878438494447436,-0.000150639179426872,-0.0004086701885812852,0.001709446609068818,0.00012402250083027997,3.393263310757953e-05,1.0219079815454989e-05,3.437470202171636e-05,-0.00014461365534673449,0.7985902479747407,0.17430449590464042,0.0,0.0,0.0
19.0,-0.14767440636228624,-0.1453983873715792,-0.08944812220982563,1.228743382746691,0.039986322697994264,0.022154795919523712,0.06360980452701555,0.0034700462688406577,0.07467185784718171,-0.02170806760882075,-0.014131976366001931,-0.006302328719544219,-0.002554249455085042,0.0027705338995977265,0.01937049144227874,0.0014259330840381208,0.0008139678522173158,0.00017872260660268857,0.0008707689543169013,-0.0017465722426788747,-0.0015978161113637437,-0.000528967274750852,-0.00017824487553002802,-0.0004687064364028682,0.0019484177363583194,0.00014556224590270338,4.0536850059274164e-05,1.2512936706381062e-05,4.109258267851976e-05,-0.00017023494904121734,0.7841284762067692,0.17799095843698595,0.0,0.0,0.0
20.0,-0.15200484240220258,-0.15226831400452098,-0.09513534677362556,1.205434954020872,0.040499474337134134,0.023761419878471753,0.06766706494873008,0.0037859408850134256,0.0793903247171902,-0.022928860614478717,-0.01516356849707634,-0.006834701403213783,-0.0028644919446795545,0.0032441240078715573,0.020911328919986073,0.0015773452456316905,0.0009223410179847576,0.00020542409670778932,0.0009877056378298948,-0.0019366500286389886,-0.001797168078883357,-0.0006038934495589714,-0.0002084822892999708,-0.0005322506199915386,0.002199995881021538,0.0001688641677671211,4.784332886017466e-05,1.5107689122707973e-05,4.8532143197147034e-05,-0.0001980605571413958,0.7700842410644594,0.18117809521283607,0.0,0.0,0.0
21.0,-0.1561671184344571,-0.15893571606252382,-0.10079083297413806,1.183119370838559,0.040972275587013066,0.025388566483416083,0.07170599399459408,0.004106679259459401,0.08408143086013498,-0.02412047587579133,-0.0161880666611351,-0.007370195912603513,-0.003189599915654845,0.0037615030058806534,0.022456849209070952,0.0017201744813573395,0.001036255316536288,0.00023396779759572267,0.001112035054589374,-0.0021322700839706,-0.0020177707192938774,-0.0006838360613693619,-0.00024135939564473845,-0.0005991049436794739,0.002463439577303957,0.00019375081627849116,5.58597881553646e-05,1.8014061608153465e-05,5.670584720257787e-05,-0.00022805469672462225,0.7564304586051872,0.18389913624276985,0.0,0.0,0.0
22.0,-0.160175616640385,-0.16540823184405481,-0.10641167853242217,1.1617063029605808,0.04140905424366944,0.02703566649220809,0.07572138095927124,0.004431568802476275,0.0887389535733213,-0.02528235191704023,-0.017203975892016617,-0.007907616163580926,-0.0035290350022694475,0.004322963067264631,0.024004426130357068,0.0018931211711070732,0.0011595444320034202,0.0002643130837613998,0.0012437008161844084,-0.002332891305727871,-0.002218923885798933,-0.0007672093540845975,-0.00027687593119897795,-0.000669070228240929,0.0027380223033447956,0.00022060369611299013,6.460498318623488e-05,2.1241349959356052e-05,6.562358243488936e-05,-0.00026017456202309257,0.7431428174548955,0.18618522734224438,0.0,0.0,0.0
23.0,-0.1640431927885788,-0.17169305478237368,-0.11199565094175741,1.1411174455028277,0.041813466865181455,0.028702208618840003,0.07970857703368887,0.004759988464554124,0.09335735908155535,-0.026414142950950386,-0.018210077686160137,-0.00844591068352439,-0.0038822768474681595,0.0049286914858455875,0.025551803900567587,0.0020560223510252976,0.0012879893206888086,0.0002964166591550149,0.0013826463372222707,-0.0025380134157459984,-0.002440768850653573,-0.0008553618489794861,-0.00031502429076917004,-0.0007419479696444314,0.003023038750993504,0.00024893677254457205,7.407387256518555e-05,2.479754198682557e-05,7.529296202076453e-05,-0.00029437151659221657,0.7301994103193598,0.18806548335568785,0.0,0.0,0.0
24.0,-0.16778136814796699,-0.17779694908798455,-0.11754106441341637,1.121284470867042,0.04218861464298627,0.030387721461459558,0.08366343530128578,0.005091380763032281,0.09793173083533181,-0.027515680324820036,-0.019205385231959853,-0.00898415542168001,-0.004248823635772824,0.005578787539784675,0.02709704435439228,0.0022219283014821576,0.001422993168372755,0.00033023339816755435,0.001528815697435351,-0.0027471745561627675,-0.002669049865705233,-0.0009476050657295927,-0.00035579034547387784,-0.0008175419767006431,0.0033178102043509446,0.00027884383149623095,8.427439589234907e-05,2.868941887702589e-05,8.5719594820489e-05,-0.0003305921411968107,0.7175804230738083,0.1895670677145054,0.0,0.0,0.0
25.0,-0.1714004943198814,-0.1837262708153743,-0.12304668014519933,1.1021473982741983,0.042537138025863876,0.03209175979150769,0.08758225900265511,0.005425244667785555,0.1024577073063781,-0.028586940951648092,-0.02018910716691054,-0.009521538724611419,-0.0046281920079441095,0.006273276629537913,0.02863848347952398,0.00239043638544399,0.0015644503209139929,0.0003657170421119947,0.0016821542690604336,-0.002959948631190464,-0.0029033373904341344,-0.0010437909373813583,-0.0003991542801937363,-0.0008956596546765942,0.0036216884289529696,0.00031026775032385576,9.5208777628155e-05,3.292263806611005e-05,9.690732885321191e-05,-0.00036877922998755484,0.7052678715883176,0.1907152879244206,0.0,0.0,0.0
26.0,-0.17490989550418248,-0.18948699182083442,-0.12851162506661531,1.0836532830291141,0.04286129396200128,0.03381389417360996,0.09146175660465353,0.005761129266234335,0.10693142764165191,-0.029628021320999804,-0.021160617935111526,-0.010057348203294177,-0.005019916714552081,0.00701212209268139,0.03017469514763342,0.002559865655180797,0.0017118578303458151,0.0004028207589719508,0.0018426091671845913,-0.0031759426310058662,-0.0031447549044451733,-0.001143902401557481,-0.0004450914737811438,-0.0009761129833760072,0.003934057774444655,0.0003431275567882189,0.00010687645487552277,3.750180372893165e-05,0.00010885847126206982,-0.0004088727622868092,0.6932453781949074,0.19153369960266184,0.0,0.0,0.0
27.0,-0.17831799153892025,-0.1950847248617179,-0.1339353254439198,1.0657551533307594,0.04316301876922023,0.03555370319017383,0.09529900252626461,0.006098628117936245,0.11134948388516178,-0.030639116054341522,-0.02211943303982696,-0.010590959214015667,-0.00542355024888629,0.00779523508470775,0.031704460179468694,0.0027320265263373936,0.0018669354696500067,0.00044149758060045,0.002010129568851484,-0.0033947940957003674,-0.003390729201377499,-0.0012472742255498386,-0.0004935733903833956,-0.0010587192309924028,0.004254335573932966,0.00037740456663778413,0.00011928183015597426,4.2430532481933484e-05,0.00012157398721816794,-0.0004508108298491159,0.6814979811271852,0.1920442138823106,0.0,0.0,0.0
28.0,-0.1816324042820399,-0.20052474863594538,-0.13931745256350747,1.0484111406876875,0.043443979177097684,0.037310767731711235,0.09909140260849586,0.006437374213997078,0.11570887873518768,-0.031620500202378304,-0.02306518789460188,-0.011121824704530261,-0.0058386625666676205,0.008622482878820996,0.0332267393650625,0.0029117979273145696,0.002028202895804388,0.0004817007369960694,0.0021846669353142467,-0.003616168795039589,-0.003634298085453679,-0.0013540395624773887,-0.0005445684239597377,-0.0011433014439634404,0.004581971225119195,0.0004131202007292266,0.00013242111979660398,4.771152056016858e-05,0.00013505367918249504,-0.0004945304773583146,0.6700119714420524,0.19226720461966607,0.0,0.0,0.0
29.0,-0.18486004946824036,-0.20581203197553063,-0.14465787827621396,1.03158376316923,0.043705613786217776,0.03908466692451307,0.10283666359137937,0.006777035469249898,0.12000698799851889,-0.03257251462675636,-0.02399761942730925,-0.011649466223116833,-0.006264840891513947,0.009493695884291338,0.03474064958355447,0.0030893881302989715,0.0021952968133634727,0.0005233839097202979,0.002366175161870683,-0.0038397586327992735,-0.00388656554713083,-0.001464292153755067,-0.0005980426389717799,-0.0012296887535802894,0.0049164444858606155,0.00045006084063936764,0.00014628883021360094,5.3346615856593296e-05,0.00014929634735903993,-0.0005399684149962492,0.6587747528949162,0.1922216130339863,0.0,0.0,0.0
30.0,-0.1880072159521199,-0.21095125673126863,-0.14995663858111172,1.0152393303483065,0.043949166922408155,0.04087497533663423,0.10653276599519233,0.0071173106895591354,0.12424152705301882,-0.03349555390666813,-0.02491654997214858,-0.012173465936034746,-0.006701689542000189,0.010408673621576103,0.03624544259414082,0.003268559081590204,0.002368672058612711,0.0005665014255633115,0.0025546106719450887,-0.004065279742773378,-0.004142537263665606,-0.0015776845220422423,-0.000653960369718519,-0.0013177165393469408,0.005257263506474434,0.00048823575398398425,0.00016088381063325113,5.933689507167641e-05,0.0001642999320369806,-0.0005870615784052329,0.6477747210339719,0.19192504827780038,0.0,0.0,0.0
31.0,-0.1910796341201003,-0.2159468391304789,-0.1552139037300526,0.9993474459372793,0.044175716570025725,0.04268126115590463,0.11017793990813625,0.007457925968779584,0.1284105207490258,-0.03439005629046292,-0.025821873236680445,-0.012693459538160375,-0.0071488297000592855,0.011367189833199383,0.037740486334540364,0.00344909783360145,0.0025482213714410813,0.0006110084079833432,0.002749932466713091,-0.00429247072794643,-0.004401902496212334,-0.0016940876235759985,-0.0007122846680245158,-0.001407226485861063,0.005603962996115192,0.0005275886310013399,0.0001762019138400089,6.568274373775301e-05,0.00018006163872462625,-0.0006357475339011388,0.637001158434746,0.19139388305322586,0.0,0.0,0.0
32.0,-0.1940825351313304,-0.22080294956155014,-0.16042995358887704,0.9838805894543105,0.04438619774385368,0.044503085083348604,0.11377064326765775,0.0077986314781037765,0.13251227627768528,-0.035256495287795134,-0.026713542247657856,-0.013209129967961305,-0.007605899059701495,0.012368996859946324,0.03922524866502106,0.0036302764570774544,0.002733640153652026,0.0006568608989352971,0.0029521021383509655,-0.004521090998972566,-0.004665019343951439,-0.0018134365055164463,-0.0007729776144328936,-0.0014980665644472625,0.00595610274252426,0.0005680525216999723,0.0001922376374367065,7.238393552917271e-05,0.00019657804734276145,-0.0006859647473946346,0.6264441435416102,0.19064334381436635,0.0,0.0,0.0
33.0,-0.1970207024879224,-0.22552353084488758,-0.16560515721922855,0.9688137622993206,0.04458142233135685,0.04633999973625383,0.11730954229275445,0.008139198614765971,0.13654535861539321,-0.03609537257294442,-0.027591559189560733,-0.013720201851916882,-0.008072551332207968,0.013413829376176094,0.04069928347562013,0.003802610443207241,0.0029210583274240334,0.0007040159587636159,0.0031610838533767966,-0.004750919184244895,-0.004943370227506379,-0.00193676786062211,-0.0008360005254703396,-0.0015900909638364722,0.0063132665306485725,0.0006093520580498296,0.00020897042133569618,7.943970709946441e-05,0.00021384520709718144,-0.0007376527490980529,0.616094471032115,0.18968759537755925,0.0,0.0,0.0
34.0,-0.19989851723091198,-0.23011231510128913,-0.1707399558515153,0.9541241866929818,0.0447620961391305,0.048191549405685374,0.12079349378315582,0.008479417478401429,0.14050856822097485,-0.03690721194220942,-0.02845596699830366,-0.014226436608420913,-0.008548455622526298,0.014501407556230073,0.042162218989716053,0.003994036131474766,0.003124699790804928,0.0007524317478200562,0.0033768443118887812,-0.0049817516028926164,-0.005202176840106999,-0.002059805053341452,-0.0009013140965146301,-0.0016831599870189143,0.006675061375645097,0.0006521085936392889,0.00022644784537117262,8.684882545354111e-05,0.0002318587188695442,-0.0007907522309255657,0.6059435819886638,0.1885398199420144,0.0,0.0,0.0
35.0,-0.20271999782769015,-0.23457283934086368,-0.1758348486017727,0.9397910482896037,0.04492883363612336,0.05005727005955852,0.12422152904993529,0.00881909464324608,0.14440092071764563,-0.037692554132870176,-0.029306842503868648,-0.014727628141498845,-0.009033295719869593,0.01563143973350246,0.043613748002860796,0.004187350823953304,0.003330405380377669,0.0008020675908640269,0.003599352688222971,-0.005213400807637886,-0.005461347042836305,-0.0021862362506418704,-0.0009688785171090602,-0.0017771399250320185,0.0070411169172569996,0.0006958579904127986,0.000244618723664223,9.460964616760488e-05,0.00025061380700055547,-0.0008452051103810665,0.595983502460824,0.18721229063632175,0.0,0.0,0.0
36.0,-0.20548883558667277,-0.23890845988391157,-0.18089038043805783,0.9257952750947942,0.04508217071447049,0.05193668952065777,0.12759283928207596,0.009158051194133,0.1482216283365727,-0.03845195236394074,-0.030144290862643103,-0.015223599054238812,-0.009526769358107735,0.01680362461081432,0.04505361972995628,0.004374641427856513,0.0035409029330969134,0.0008528840241517539,0.003828580558248575,-0.005445694213200058,-0.00573087075071853,-0.0023154610828091744,-0.0010386535861092866,-0.0018719029135531337,0.00741108481366561,0.0007403765832554445,0.00026347918743278284,0.00010272016219705091,0.00027010538219926527,-0.0009009545861691514,0.5862067892420938,0.18571643977653865,0.0,0.0,0.0
37.0,-0.20820842623092797,-0.24312236570413379,-0.1859071320225302,0.9121193467335008,0.045222575684915424,0.05382932777700463,0.13090676218579173,0.00949612099481826,0.15197008293433203,-0.039185968497739414,-0.03096844100053797,-0.01571419731328214,-0.010028587498720843,0.018017653081158633,0.04648163291453742,0.004562529219638145,0.0037574632681996773,0.0009048428251397912,0.004064501817992544,-0.005678472827288773,-0.006002279781330127,-0.0024468941733152,-0.0011105988414982287,-0.001967326775010233,0.007784638008760254,0.0007857747840969364,0.0002830302269715083,0.0001111780442282964,0.0002903280970470105,-0.0009579451998411725,0.5766064818772155,0.18406292206595215,0.0,0.0,0.0
38.0,-0.21088189810138935,-0.24721759076333613,-0.19088571114394867,0.8987471292187063,0.045350458675693546,0.055734697399533475,0.1341627697589821,0.009833149158938457,0.15564584042425336,-0.03989516974659684,-0.03177944180448304,-0.01619929330014648,-0.010538473674999722,0.019273209718274127,0.0478976298811606,0.004751070947595432,0.003979994982800448,0.0009579070254741621,0.004307092597507899,-0.00591159009664915,-0.006275157113730136,-0.0025804280039854353,-0.0011846737074920999,-0.002063294847398386,0.008161469806572947,0.0008320113580624395,0.0003032654487613532,0.00011998067432912336,0.0003112763952417437,-0.0010161229073112185,0.5671760600694851,0.182261672995633,0.0,0.0,0.0
39.0,-0.21351213734789692,-0.2511970253920745,-0.1958267455157829,0.8856637312478557,0.0454661795937017,0.05765230405066045,0.13736045708335898,0.010168990696821147,0.15924860648331726,-0.040580125863178336,-0.0325774588450423,-0.016678777192390994,-0.01105616341667719,0.020569973994707624,0.04930149127349683,0.004939881132784705,0.004208250846599809,0.0010120409089455068,0.004556331172957475,-0.006144910872633475,-0.006549672843936773,-0.0027160050449379944,-0.0012608376521754587,-0.002159695800741324,0.008541292750126814,0.0008790344942831645,0.00032417756218395015,0.000129125174966274,0.00033294455541258724,-0.0010754351560467142,0.5579094057818926,0.1803219627240172,0.0,0.0,0.0
40.0,-0.21610181039905535,-0.25506342676404825,-0.20073087675363202,0.8728553787488177,0.04557005481588055,0.059581647069589336,0.14049953203255,0.010503509315059525,0.16277822341331816,-0.041241406759319,-0.033362671473618925,-0.017152556626680637,-0.011581403754909075,0.02190762128021059,0.05069313129887599,0.005127286862244511,0.004441253651976029,0.0010672099969839613,0.004812197878912341,-0.0063783104920389095,-0.00682761490871088,-0.002853761400168484,-0.0013390503436137408,-0.0022564234426918086,0.008923837353631524,0.0009267547328671549,0.0003457559668695505,0.0001386084353355772,0.0003553267300734305,-0.0011358309591432548,0.5488007694267797,0.1782524457255065,0.0,0.0,0.0
41.0,-0.21865338396930425,-0.2588194285125441,-0.20559875536914093,0.8603093049583805,0.04566236279169877,0.06152222011895493,0.143579805807139,0.010836576349731588,0.16623465804899606,-0.04187958050053625,-0.03413527020022852,-0.01762055460535091,-0.012113952792707501,0.023285823665781313,0.05207249337714584,0.005290430582380691,0.004666217479394647,0.0011233810248053773,0.00507467502199554,-0.006611673961632572,-0.0071387904836262344,-0.002997073104154928,-0.0014192717913039219,-0.0023533765156447234,0.009308850768014146,0.000974422382684294,0.00036793361360574177,0.0001484271365112482,0.000378416980103751,-0.0011972609563798016,0.5398447396232903,0.17606120650306356,0.0,0.0,0.0
42.0,-0.22116914285077788,-0.26246754954227897,-0.21043103663264626,0.8480136537710211,0.04574334874357871,0.06347351187516857,0.14660118421792412,0.011168069817893865,0.16961799061760457,-0.042495211624480715,-0.03489545431094928,-0.018082707616874236,-0.012653579317748034,0.024704250649431218,0.05343954615438702,0.005480594778036202,0.004924401770096316,0.001180521911410852,0.00534374679633219,-0.006844895230198847,-0.007415180274934001,-0.0031353007551620923,-0.0015014624621598213,-0.002450458488550004,0.009696095468078612,0.0010236056801706161,0.00039086884898606293,0.0001585777763206181,0.00040220930504828985,-0.0012596774540560168,0.5310362160733099,0.17375580165841645,0.0,0.0,0.0
43.0,-0.2236512057356869,-0.2660102020968681,-0.2152283771685612,0.835957394467819,0.045813228646005615,0.06543500674340416,0.14956365964753648,0.01149787357514453,0.17292840446482027,-0.043088859733539,-0.03564342972113624,-0.01853896394781206,-0.01320006243314993,0.026162569710157582,0.05479427988292283,0.005709248575729112,0.005188066770934418,0.0012386017263169222,0.00561939920083917,-0.007077876530507844,-0.007647166251842456,-0.003274384059949243,-0.0015855833647103745,-0.002547577347096651,0.010085348038313067,0.0010745759776002878,0.0004144983663529373,0.00016905669423720703,0.0004266976695015209,-0.001323034438892372,0.5223703851693141,0.1713432986060358,0.0,0.0,0.0
44.0,-0.22610153931240692,-0.2694496991472265,-0.21999143215951839,0.8241302462413361,0.04587219264525018,0.06740618557849104,0.15246730362828978,0.011825876569427782,0.17616617657121825,-0.04366107831559083,-0.03637940707926997,-0.018989282168974084,-0.013753191186080538,0.02766044678789665,0.056136703186828674,0.005904179548075963,0.005447191066681992,0.0012975906552703186,0.0059016199581917225,-0.007310527774981343,-0.007920476480302956,-0.0034179489711992027,-0.0016715961004167596,-0.0026446453859741976,0.010476398109929971,0.001125129275915826,0.0004387098715421005,0.00017986009601232055,0.00045187602586496965,-0.0013872875653880103,0.5138426979982849,0.16883031120443953,0.0,0.0,0.0
45.0,-0.22852197086905957,-0.2727882611691397,-0.22472085304895023,0.8125226111862116,0.045920408053547676,0.06938652639522745,0.1553122599811687,0.012151972182808297,0.17933166879209358,-0.04421241375261195,-0.03710360013876453,-0.01943362978162285,-0.01431276418171444,0.02919754668034903,0.057466840230244835,0.006098357843439827,0.005712048939093041,0.001357459966432017,0.006190398435295474,-0.007542765992200921,-0.008195647862109816,-0.00356297974903871,-0.0017594628857668464,-0.0027415790065117218,0.010869047471667238,0.0011762269536898548,0.0004635580636060515,0.0001909840778531322,0.0004777383338093805,-0.001452394119798519,0.505448850458968,0.16622303256157334,0.0,0.0,0.0
46.0,-0.2309141996199588,-0.27602802237658447,-0.22941728564760766,0.8011255146328065,0.0459580220180942,0.07137550505537388,0.15809873846716135,0.012476057653795256,0.1824253197610272,-0.04474340448382168,-0.037816224405664574,-0.019871982011002102,-0.014878589178842761,0.030773533362976817,0.058784728290553916,0.0062927555945997615,0.005982765212799232,0.0014181819777511523,0.006485725565200903,-0.007774514795735004,-0.00847120858714417,-0.003709322111178893,-0.0018491465522309583,-0.0028382985222451013,0.011263109348109857,0.0012278693718742175,0.000489038334723362,0.00020242464857323053,0.0005042785768166549,-0.0015183129666266409,0.4971847652427782,0.16352726525197409,0.0,0.0,0.0
47.0,-0.23327980694386036,-0.2791710364727823,-0.23408136856633516,0.7899305518759355,0.045985163932349894,0.07337259592312714,0.16082700890786172,0.012798033573131676,0.18544763740439107,-0.045254580297542236,-0.03851749605444681,-0.02030432073476914,-0.015450482671251955,0.0323880702361856,0.06009041571716443,0.0064872882184474935,0.006259148472065377,0.0014797300256097314,0.006787593770555674,-0.008005703881078833,-0.008747071074594031,-0.003856922883482771,-0.0019406105328493638,-0.0029347279740221414,0.011658407816923668,0.0012800246680778125,0.0005151439073105091,0.00021417775020094292,0.0005314907762017628,-0.001585004484885068,0.4890465754696467,0.16074844916296627,0.0,0.0,0.0
48.0,-0.2356202656913633,-0.28221928197334645,-0.2387137319142079,0.7789298404932148,0.04600194762822211,0.07537727248539493,0.16349739573730707,0.013117803446017392,0.1883991920198361,-0.04574646173294581,-0.03920763108742783,-0.02073063353365056,-0.01602826946448842,0.03404082030335773,0.06138396023583748,0.006681374058307537,0.006540688338897416,0.0015420784343767387,0.007095996888837034,-0.008236268550047549,-0.009023772593121355,-0.004005803589243467,-0.002033818844170789,-0.003030794955284661,0.012054777323225995,0.0013326445569570922,0.0005418665168186923,0.00022623927573504717,0.0005593690030140734,-0.001652430501375136,0.48103060979679063,0.1578916871673014,0.0,0.0,0.0
49.0,-0.2379369486859909,-0.2851746671470597,-0.24331499621642963,0.7681159775661023,0.04600847336608181,0.07738900793703118,0.16611027295136974,0.013435273313712921,0.19128060987672985,-0.04621955957870832,-0.03988684469972564,-0.02115091285132254,-0.016611782260171945,0.03573144628438749,0.06266542754302537,0.00687274263902725,0.006825563054590482,0.0016052024862895772,0.007410930099702367,-0.008466149264290828,-0.009303914935670314,-0.004156270230509862,-0.0021287360707912765,-0.00312643044730918,0.012452062245869457,0.0013856193122911873,0.0005691918561474699,0.00023860508414435153,0.0005879073881897959,-0.0017205542270801132,0.473133378843929,0.1549617688008734,0.0,0.0,0.0
