Ecms,phase_sing_20,phase_trip_20,delta_plus20,delta_minus20,epsi_p20,phase_sing_21,phase_trip_21,delta_plus21,delta_minus21,epsi_p21,phase_sing_22,phase_trip_22,delta_plus22,delta_minus22,epsi_p22,phase_sing_23,phase_trip_23,delta_plus23,delta_minus23,epsi_p23,phase_sing_24,phase_trip_24,delta_plus24,delta_minus24,epsi_p24,phase_sing_25,phase_trip_25,delta_plus25,delta_minus25,epsi_p25,phase_sing_26,phase_trip_26,delta_plus26,delta_minus26,epsi_p26
23.0,-0.16404319298822662,-0.17169305472919277,-0.11199565051407391,1.141117443598505,0.04181346628697369,0.028702203983931886,0.07970857764026011,0.004759988367337263,0.09335735910349341,-0.02641414275554733,-0.01821007766955747,-0.008445910581449643,-0.0038822769098027367,0.004928692027208071,0.025551803924621367,0.0020560249284708163,0.0012879893222530374,0.00029641656969657244,0.0013826464148646268,-0.0025380127249814708,-0.0024407687682491716,-0.0008553577422424431,-0.0003150242750685673,-0.0007419479119309362,0.003023038601781864,0.0002489373049054927,7.40737093525814e-05,2.4797541588946582e-05,7.529296380824834e-05,-0.00029437151184674194,0.7301994105528925,0.18806548359048372,0.0,0.0,0.0
26.0,-0.17490989571699944,-0.18948699168893576,-0.12851162486268194,1.0836532825969198,0.04286129330592025,0.03381388862053609,0.0914617572081856,0.005761129135023773,0.10693142777741743,-0.029628021085652913,-0.0211606179131309,-0.010057348081776213,-0.005019916838738102,0.0070121226483667205,0.03017469523800415,0.0025598763460784857,0.0017118578602128623,0.00040282066600559716,0.0018426093865305567,-0.0031759420012676615,-0.0031447548950252206,-0.0011439039978626464,-0.00044509147629945306,-0.0009761129513362006,0.0039340577959388464,0.00034312674589471803,0.00010687611635564506,3.750180299244741e-05,0.00010885847492775349,-0.00040887275420669434,0.6932453784134068,0.19153369976177348,0.0,0.0,0.0
29.0,-0.1848600496951555,-0.20581203171272897,-0.1446578779822065,1.0315837625596667,0.04370561301074605,0.03908466689763442,0.10283666362882098,0.006777035484877602,0.12000698880721666,-0.032572514359021136,-0.023997619429516184,-0.011649466082574915,-0.0062648410202232295,0.009493696100426684,0.03474064970182595,0.003089400618344699,0.0021952968211905854,0.000523383768875999,0.002366175500554589,-0.0038397577579689464,-0.003886565492969615,-0.001464286026779226,-0.0005980426434056111,-0.0012296887023584542,0.00491644452083127,0.00045006025748199494,0.0001462884730263823,5.334661458700109e-05,0.0001492963542481845,-0.0005399684020411062,0.6587747530924942,0.1922216130372589,0.0,0.0,0.0
32.0,-0.19408253537457962,-0.22080294912082093,-0.16042995288281794,0.9838805894538551,0.04438619669377442,0.04450308505191475,0.11377064333987265,0.0077986316121783006,0.13251227598665286,-0.03525649540379059,-0.026713542250484133,-0.013209129809047577,-0.007605898964758872,0.012368997347045363,0.03922524878226416,0.0036302770550114103,0.002733640187182688,0.0006568608737649102,0.0029521022522657142,-0.00452109084983972,-0.004665019320345089,-0.0018134322534014416,-0.0007729776217101808,-0.0014980664861427555,0.005956102795909733,0.000568051275871156,0.0001922369982766158,7.238393345966602e-05,0.00019657805942770566,-0.0006859647275809335,0.626444143710412,0.19064334382606535,0.0,0.0,0.0
35.0,-0.20271999809090543,-0.23457283867152004,-0.17583484804116012,0.9397910506167609,0.04492883241751038,0.05005727002343878,0.12422152928594052,0.008819094812968883,0.14440092081008415,-0.03769255383783191,-0.029306842507406297,-0.014727627965048123,-0.009033295632182612,0.015631440575968634,0.04361374816785183,0.004187378564722915,0.00333040537561847,0.0008020675587817924,0.0035993528329317185,-0.005213400636721947,-0.0054613472904776455,-0.0021862327062035403,-0.0009688785180612627,-0.0017771398717522976,0.00704111691360617,0.0006958572009596883,0.00024461820181128865,9.460963869384726e-05,0.00025061381310541265,-0.0008452050429758203,0.5959835025904353,0.18721229065593772,0.0,0.0,0.0
38.0,-0.21088189838970545,-0.24721758982039496,-0.19088571004291355,0.8987471299001331,0.04535045784144624,0.05573469735864765,0.13416276994724613,0.009833149297728144,0.155645840478625,-0.0398951696566053,-0.03177944180882699,-0.016199293107137965,-0.010538473530408899,0.019273210710519288,0.047897630025126994,0.004751071481159615,0.0039799950186782335,0.0009579069859406364,0.0043070927752026904,-0.005911589909261558,-0.006275156987870588,-0.0025804208001079616,-0.0011846737091715726,-0.002063294767926272,0.008161469801480565,0.0008320094191455847,0.00030326518734270585,0.00011998066315749418,0.00031127640627026914,-0.0010161228116091396,0.5671760601463127,0.18226167302231988,0.0,0.0,0.0
41.0,-0.21865338428948078,-0.2588194268566553,-0.20559875530135663,0.8603093045326591,0.04566236257790506,0.06152222007327387,0.1435798059426489,0.010836576495975199,0.16623465804641552,-0.04187958046320254,-0.034135270205476236,-0.017620554396877926,-0.012113952826504617,0.02328582467053248,0.052072493600193594,0.005290436321460553,0.004666217490870947,0.0011233809839966617,0.005074674840551962,-0.006611673800055678,-0.007138788509297677,-0.0029970731134594617,-0.0014192717941772597,-0.00235337640083817,0.009308850761497636,0.0009744224096314778,0.0003679325649160058,0.00014842713224651023,0.0003784170112902413,-0.0011972609185628186,0.539844739630182,0.1760612065356888,0.0,0.0,0.0
44.0,-0.22610153967297283,-0.2694496976317651,-0.2199914325057978,0.8241302451958118,0.045872192475136526,0.0674061855280363,0.15246730370741654,0.011825876767689134,0.1761661763366719,-0.043661078385180345,-0.036379407085520545,-0.018989281946218274,-0.013753191218986688,0.027660447948407153,0.056136703438953384,0.005904179898286123,0.0054471910599647,0.001297590605273447,0.005901619691512384,-0.0073105276078096245,-0.007920477456883832,-0.0034179248215461173,-0.001671596105155455,-0.002644645224529215,0.010476398102175778,0.001125127216669957,0.00043870975031576434,0.0001798600897837709,0.0004518760710374606,-0.0013872875120289768,0.513842697915015,0.16883031124161524,0.0,0.0,0.0
47.0,-0.23327980735526907,-0.2791710340944082,-0.23408136677695218,0.7899305518286502,0.045985162379776214,0.07337259588633767,0.16082700892816026,0.012798033819035885,0.18544763693342914,-0.04525458049315943,-0.038517496061801125,-0.020304320498978172,-0.015450482678929074,0.03238806980954286,0.06009041571052345,0.006487288839456993,0.006259148470803361,0.001479729869360897,0.006787593430599103,-0.00800570309957,-0.008747070757389638,-0.0038569220612108012,-0.0019406105403835666,-0.002934727752158421,0.011658407808324235,0.0012800251846798968,0.0005151434137171936,0.00021417775793698218,0.0005314907873562427,-0.0015850045423734247,0.4890465751318781,0.16074844920306688,0.0,0.0,0.0
50.0,-0.24023113698775633,-0.2880390320893029,-0.2478857695754263,0.7574820011088617,0.04600482807663924,0.07940727569397309,0.16866605938475884,0.013750351552418393,0.19409256639400987,-0.04667437483339215,-0.04055535081241195,-0.021565155002967632,-0.017200861282849783,0.03745960990202684,0.06393489012868411,0.007044075244703412,0.007100370973373012,0.00166907831797232,0.007732389340005282,-0.00869529107569724,-0.0096094236021286,-0.004311235046079794,-0.0022253273689419846,-0.003221568364674545,0.012850116466556328,0.0014382686534751073,0.000597045985022382,0.00025127102305837586,0.0006171001457839369,-0.001789340275762547,0.465351562238707,0.15196319214858428,0.0,0.0,0.0
