Ecms1,Cross_sig26e,Cross_sig20e,Cross_sig21e,Cross_sig22e,Cross_sig23e,Cross_sig24e,Cross_sig25e,phase_sing_20e,phase_trip_20e,delta_plus20e,delta_minus20e,epsi_p20e,phase_sing_21e,phase_trip_21e,delta_plus21e,delta_minus21e,epsi_p21e,phase_sing_22e,phase_trip_22e,delta_plus22e,delta_minus22e,epsi_p22e,phase_sing_23e,phase_trip_23e,delta_plus23e,delta_minus23e,epsi_p23e,phase_sing_24e,phase_trip_24e,delta_plus24e,delta_minus24e,epsi_p24e,phase_sing_25e,phase_trip_25e,delta_plus25e,delta_minus25e,epsi_p25e,phase_sing_26e,phase_trip_26e,delta_plus26e,delta_minus26e,epsi_p26e
58.0,0.34484632661647696,3.7853924885157575,0.9389743932490768,0.23425015674618255,0.00904909378434482,0.01563496685515453,0.00042296457893487016,-0.2578975043781003,-0.3078719049866586,-0.2834167936965611,0.6782061271964746,0.04561825821220492,0.09572667759296052,0.18712201636555942,0.016174621904280144,0.2141855227892176,0.0,-0.04554275047018298,-0.02466219567412498,-0.022096402037655703,0.05259644294689982,0.0736688303833163,0.008594239437467864,0.009624070208610945,0.0022045881934090105,0.010538986276173898,-0.010496564856851213,-0.011827690354511098,-0.005551102914603613,-0.0030543101924360868,-0.0039578089825395065,0.016047465190821713,0.0018786162526139656,0.000841616850517012,0.0003629027822410094,0.0008735312652594834,-0.002359621825812154,0.4069150592742404,0.12596245463106312,0.0,0.0,-0.0
60.5,0.3163318545064122,3.721021118263385,0.992219517053623,0.25773595526416404,0.01041387770651614,0.0175596332821204,0.000493554029322496,-0.263215208210043,-0.3130285000147549,-0.29417387078940976,0.6552684485322985,0.04536884939070158,0.10086335943406922,0.1921921353183874,0.016892736664783314,0.2196295804519727,0.0,-0.046979992872759474,-0.025551410881512703,-0.02368706750713461,0.05778735874199948,0.07656150171674782,0.009186359143957308,0.010593670110568014,0.002379903186798794,0.011501813378631648,-0.011046132245819107,-0.012386590348781187,-0.005926473250661998,-0.003332313296393694,-0.0041763213991343065,0.01704625686494244,0.002024506366519069,0.000926007893677527,0.00040133632953419547,0.0009617457681747288,-0.0025436934726120724,0.3899077920300633,0.11726230290769613,0.0,0.0,-0.0
63.0,0.2895807906017316,3.661900196383132,1.0440415456803542,0.28253992974452746,0.01185555661030957,0.019647543799358846,0.000570439106404308,-0.2684544707786495,-0.3177263519491994,-0.30477864596495924,0.6330978149106583,0.04505921275536691,0.1060041217435045,0.19694842224566197,0.017589899919445998,0.22470151111382675,0.0,-0.04836454615281239,-0.02640346611695966,-0.025303821612613277,0.06318841047949404,0.07938572272346206,0.009707162107510001,0.011530562756765561,0.0025585601229631922,0.012505629289360585,-0.0115886791435653,-0.013032150272275245,-0.006317456455511894,-0.003618548884233294,-0.004388182111170446,0.01804265737879753,0.0021687242675505376,0.001013453872630462,0.0004413503498305225,0.0010536751466015105,-0.002729885996551021,0.3734409988361068,0.10835870300957078,0.0,0.0,-0.0
65.5,0.26453777243176724,3.607789493795324,1.0943491337646316,0.3087123666085003,0.013363877666691337,0.021914627055467317,0.0006534951331786942,-0.27362380368644484,-0.3219854754662072,-0.3152380772802557,0.6116406945210237,0.04468968438994866,0.11114145225996226,0.20140186669866406,0.01826489078311241,0.22941623729827323,0.0,-0.049699130201886974,-0.02721850113235814,-0.026945319812542258,0.0687941595297385,0.08214292486022387,0.010131684233684124,0.012440780031462926,0.0027403322681608003,0.013550558983117713,-0.012123940872205294,-0.01378250140238547,-0.006721091711910496,-0.003912598834699422,-0.004592843138462588,0.019035666499938722,0.002309657237292492,0.0011036818400104833,0.0004828842765763494,0.0011492494435761075,-0.0029178701049630187,0.3574856075005576,0.09928387993077924,0.0,0.0,-0.0
68.0,0.24114779019677357,3.5584614209026677,1.1430719407219736,0.336304707200632,0.015108558329775867,0.024162345833347754,0.000744428252128948,-0.2787305098256426,-0.32582489180383,-0.32555866432235786,0.5908494616361147,0.04426054041297302,0.11626807492704357,0.20556364372283642,0.018916509656420583,0.23378871784282704,0.0,-0.050986321005263374,-0.027996619443601666,-0.028610368827849408,0.07459909857172305,0.0848344717220798,0.010728975845036008,0.013470365937857243,0.0029250121084237633,0.014636748071148105,-0.012651713093553448,-0.014326926881021145,-0.007108173871738393,-0.004214065516543338,-0.0047898164666352345,0.020024432341404542,0.002459654931611279,0.0011982459374019097,0.0005258796479329975,0.0012484029419788229,-0.003107347111765524,0.34201520362625404,0.09006589018097616,0.0,0.0,-0.0
70.5,0.21935636897348765,3.5137010672426037,1.1901577691978105,0.36536892346111394,0.01698490969920652,0.02655611061267793,0.0008419903196714706,-0.2837808700335365,-0.329262765986269,-0.3357464693183626,0.5706815551101982,0.04377202196096588,0.12137697039746946,0.20944498906483197,0.019543578470455982,0.23783380586989283,0.0,-0.05222855876218727,-0.028737879218071687,-0.03029790915217886,0.08059763749396365,0.08746165002885933,0.011274139348409318,0.014541441472623897,0.003112409398158533,0.015764359471912678,-0.013171840990779454,-0.014937364196887359,-0.007498411984866426,-0.0045225705968433404,-0.004978667271318065,0.02100823532186939,0.0026078516495176693,0.0012956325887697176,0.0005702802166798793,0.0013510740944719754,-0.0032980457441307348,0.3270057006706216,0.08072922288542961,0.0,0.0,-0.0
73.0,0.199109723675031,3.473306009205952,1.2355699704334544,0.39595689733928596,0.018590264300943016,0.029382991596858865,0.0009431632810854573,-0.288780299471498,-0.33231652341049234,-0.3458071396697324,0.551098783069632,0.04322435236135206,0.12646139320442393,0.21305709832516417,0.020144941940173827,0.24156613724257747,0.0,-0.05342815538785517,-0.029442287152117712,-0.03200700062767914,0.0867840895195304,0.09002566224170472,0.011337843001904735,0.015240242152278538,0.003302349303611984,0.016933570439353274,-0.013684210751624277,-0.01599856341480864,-0.007939472920551057,-0.0048377546413321286,-0.005159007941343873,0.021986470160471703,0.0027340938636682827,0.0013932660453455231,0.0006160319452618589,0.0014572054363747734,-0.003489719867577482,0.3124350609527658,0.07129530391337618,0.0,0.0,-0.0
75.5,0.1803548883462196,3.4370859519257952,1.2792851198060928,0.42811979350406837,0.0211551809963626,0.03166235171771614,0.001058123259985777,-0.2937334764126935,-0.3350029478753266,-0.3557459320461148,0.5320667444102112,0.042617746563583025,0.13151488615225237,0.2164110462402465,0.02071946932286363,0.24500004426326494,0.0,-0.05458729932196857,-0.03010979441841645,-0.0337368102843963,0.09315265871541843,0.09252761859103663,0.01232836297067407,0.016716898082354943,0.0034946706524045697,0.01814456990469036,-0.014188743057166714,-0.016173523580388673,-0.008285748097605072,-0.00515927689740598,-0.005330492637930475,0.022958627203453267,0.0029046982893399763,0.0014997441129390766,0.0006630829667054845,0.0015667434870884685,-0.0036821466736127618,0.29828305848388526,0.06178291985822604,0.0,0.0,-0.0
78.0,0.16303982191905764,3.4048622534011135,1.3212909542316087,0.4619074368606415,0.02354254633208752,0.034340276633079814,0.0011771384152186037,-0.2986444472261674,-0.33733826321477195,-0.3655677374835711,0.5135543439208362,0.04195241542181095,0.1365312919612151,0.21951772279217072,0.02126605642807762,0.2481494901363227,0.0,-0.0557080587218946,-0.03074029423216852,-0.035486601121543615,0.09969742953449785,0.09496853011830762,0.01288670890103796,0.01791494055945935,0.003689224338366103,0.019397556069014783,-0.014685387866881556,-0.016763103910451074,-0.008672836600429635,-0.005486814675384956,-0.005492812309699487,0.02392427618816143,0.003055105438994947,0.001606465681434032,0.0007113835674799322,0.001679638633588773,-0.003875124832806773,0.2845310760777722,0.052208575921378696,0.0,0.0,-0.0
80.5,0.14711349284524955,3.3764673717548614,1.3615845561819029,0.49736771538820834,0.025894086271554873,0.03719465761400631,0.0013024663691263427,-0.30351671276393277,-0.33933820107995866,-0.37527710633850475,0.4955333828614596,0.04122856820895699,0.1415047620229706,0.22238778332139925,0.021783627790258792,0.2510280204435526,0.0,-0.05679238536693182,-0.031333620860576165,-0.03725572096314277,0.10641235835168056,0.09734930536946376,0.013323331456316598,0.018910469711154298,0.003885871931197832,0.02069273418970237,-0.015174119872900758,-0.01744978664990332,-0.009080875530110218,-0.005820062170644543,-0.005645690214083204,0.02488305454594368,0.003200405678406051,0.001715713063177828,0.0007608862000088147,0.0017958449981843874,-0.004068472409039478,0.2711619306052989,0.04258679936936563,0.0,0.0,-0.0
83.0,0.13252594517538085,3.351744270652832,1.4001707663122565,0.5345460219870648,0.028819743961138844,0.03996769890113727,0.00143695352865425,-0.30835330139553446,-0.34101805743636926,-0.3848782719631149,0.4779782109553898,0.04044641562933826,0.14642976226919655,0.22503161027444646,0.02227113895781881,0.25364872854758896,0.0,-0.05784212074711479,-0.031889549932773466,-0.03904359137574267,0.11329126656916297,0.09967075188055025,0.013983379791509237,0.020342682849794173,0.004084484487930868,0.022030314528542542,-0.015654934302170024,-0.017932720025050662,-0.009447806302190824,-0.006158729000167292,-0.005788878024027528,0.025834659985858675,0.0033564115161238625,0.0018290999195188097,0.000811545496911936,0.0019153202966075372,-0.004262024667660552,0.2581597215677261,0.03293039802967616,0.0,0.0,-0.0
85.5,0.11922834865263976,3.3305458091270452,1.4370608064533563,0.5734847352325394,0.029125869829557338,0.04430204173930097,0.0015581245613152106,-0.3131568324755238,-0.3423927398485193,-0.39437517251036835,0.4608654290220842,0.039606173707266,0.1513010764561165,0.2274592846282892,0.022727578816139734,0.25602423239586464,0.0,-0.05885900407574524,-0.03240779980587272,-0.04084969721817221,0.12032783493193545,0.1019335813803743,0.012428900090575736,0.01942921283171329,0.00428494152206371,0.02341051045224328,-0.016127843097702623,-0.020066040186502886,-0.01000136339104783,-0.0065025388790613545,-0.005922152517591834,0.026778845374540356,0.003405186409909294,0.0019310371588167783,0.0008633182526475287,0.0020380256963290857,-0.004455632068063397,0.24550969927393315,0.02325068132860863,0.0,0.0,-0.0
88.0,0.1071730352390956,3.312734131519197,1.4722710949516582,0.6142227293610665,0.034920916137810565,0.045919502706347703,0.0017263997323251346,-0.31792957204812755,-0.3434768068832879,-0.4037714709360124,0.44417363386360614,0.03870806754357785,0.1561138073256922,0.22968056536791379,0.02315197181965003,0.2581666606278201,0.0,-0.05984468073932637,-0.03288803365553225,-0.042673577403372465,0.127515599037893,0.10413841640688003,0.015095859246223545,0.02291980722596636,0.00448713007280947,0.02483353668469296,-0.016592871666496943,-0.019071916924289768,-0.01021318286562301,-0.0068512287122055255,-0.006045312753621452,0.02771541371153947,0.0036593413618888943,0.0020636259045584233,0.0009161633582839314,0.002163925682817558,-0.004649158660295402,0.23319814973091624,0.013557649796152486,0.0,0.0,-0.0
90.5,0.09631352422294182,3.298180064437373,1.5058222361971296,0.6567949039521714,0.03832328772704985,0.04904109357973674,0.001881928013400369,-0.3226734811740387,-0.344284500359685,-0.41307057366319155,0.4278831986454624,0.03775233367459911,0.16086337608067677,0.23170487564724895,0.02354338000866063,0.26008764621118746,0.0,-0.060800709635169675,-0.03332986197209165,-0.04451481704145646,0.13484794634530967,0.10628579635712825,0.01564093102899646,0.024292312189149675,0.004690943834371345,0.026299607704863392,-0.01705005631897778,-0.01966664337408653,-0.01059268033501246,-0.007204548092125369,-0.006158177585112125,0.028644212072920477,0.0038096401369086433,0.002184311336645814,0.0009700416993919887,0.0022929879363026806,-0.004842480909660221,0.2212122938863632,0.003860157825828866,0.0,0.0,-0.0
93.0,0.08660453773387022,3.2867625229241657,1.5377381656740319,0.7012317314804521,0.041936542259760845,0.05216797808943596,0.002045918718160067,-0.32739025689318113,-0.34482977092627143,-0.4222756483827137,0.41197608311571715,0.03673922044427229,0.16554552043844087,0.23354129445564734,0.02390090473389595,0.2617983260915295,0.0,-0.06172856869886632,-0.033732845248483974,-0.0463730406722201,0.14231811506821085,0.10837618230222988,0.016226574897744615,0.025644729248754602,0.004896282339243161,0.02780893627303053,-0.017499442354877607,-0.020178407013845157,-0.010966639359286389,-0.007562258979741302,-0.006260583381952173,0.029565124790360282,0.0039636406251746,0.0023098478545978806,0.0010249160428280597,0.0024251832169377477,-0.0050354868003432435,0.20954019918449346,-0.005833946290153714,0.0,0.0,-0.0
95.5,0.0780020081875934,3.2783679274593753,1.5680454316968073,0.7475588298292335,0.04595377457930638,0.055386946291710704,0.002217204668075734,-0.3320813662921454,-0.34512629752689045,-0.43138964119700873,0.39643566884749876,0.035668986754590785,0.1701562913507507,0.23519855277114035,0.024223688076649517,0.26330934557029767,0.0,-0.06262965896796197,-0.03409649677792249,-0.04824790608400684,0.14991919519456673,0.11040996119015342,0.01683294309348505,0.027181233107971974,0.005103050183182375,0.029361732062077258,-0.01794108255243689,-0.020712666287669493,-0.01133311785575991,-0.007924135307849302,-0.006352381902366997,0.030478066975673096,0.00411717527134473,0.002436671705318169,0.001080750936603511,0.0025604852544771827,-0.0052280750128874745,0.19817070162805797,-0.015517699575962655,0.0,0.0,-0.0
98.0,0.07046307893414605,3.272889634995404,1.5967725956749002,0.7957965713879136,0.049973437116431096,0.05868578861530205,0.0023959519711258537,-0.33674807482416225,-0.34518750152274763,-0.44041529300885757,0.3812466154454295,0.03454190017335372,0.17469204839175892,0.23668503332831364,0.024510914000866375,0.2646308663453297,0.0,-0.06350530812514858,-0.03442028557038925,-0.05013909832475636,0.15764413159885013,0.11238745060183218,0.017380018919936683,0.02852427016118329,0.005311156389419414,0.030958200367927676,-0.01837503596090166,-0.021249789334376205,-0.011705839276919665,-0.008289962366435713,-0.006433438322413239,0.031382979462575504,0.004269261507517954,0.0025676157567284226,0.0011375126337366942,0.002698870639834205,-0.0054201540343916344,0.1870933367688099,-0.0251849198282006,0.0,0.0,-0.0
100.5,0.06394609920890204,3.2702273886576014,1.62394973435515,0.8459597387963527,0.054642854072768365,0.06201368364942361,0.002582903650604429,-0.3413914703963629,-0.3450265563707223,-0.4493551548912765,0.3663947343935978,0.03335823538710584,0.1791494538451812,0.23800877327058353,0.02476180928730717,0.26577257735086113,0.0,-0.06435677439474684,-0.03470363941785366,-0.052046323805502746,0.16548572901566466,0.11430890490712642,0.01802295534410325,0.030204445092014434,0.005520513784938426,0.032598540889593935,-0.01880136661123806,-0.0217511047275343,-0.012061774071990557,-0.008659536000833974,-0.006503629468454854,0.032279825562822294,0.004424538790762132,0.002700084931606361,0.0011951690354668721,0.00284031871857327,-0.005611641181150719,0.17629827830660855,-0.03483011476445149,0.0,0.0,-0.0
103.0,0.05841061436139938,3.270286790637182,1.6496080296171156,0.8980572319324058,0.059172342605229744,0.0654427013482537,0.0027770253966998837,-0.3460124845880922,-0.34465639371230655,-0.4582116022103332,0.3518668779070959,0.03211827351860914,0.18352546561454014,0.23917746908835114,0.024975644283671113,0.2667437077088029,0.0,-0.06518525113255036,-0.03494594810366234,-0.05396930466980378,0.17343665858966992,0.11617452288132595,0.018566305070083614,0.0315826980292463,0.005731038528415498,0.03428294656744283,-0.019220142358510585,-0.022280373956658783,-0.01242805548167776,-0.009032661772269355,-0.006562842288237944,0.03316858924602571,0.004576533850425156,0.002836847661961553,0.0012536896399703993,0.00298481148891732,-0.005802461614297942,0.16577628324099483,-0.044448402775428504,0.0,0.0,-0.0
105.5,0.053817352237951255,3.27297880117413,1.6737794334924772,0.9520918252142465,0.06453693026388185,0.06888338110241277,0.002979624344769949,-0.3506119118347552,-0.3440897065346016,-0.4669868474456963,0.3376508407190736,0.030822302224950054,0.18781732916562735,0.24019848335726207,0.025151733476751387,0.26755304124056917,0.0,-0.06599187184972738,-0.03514656670074102,-0.05590777371030028,0.18148946580755757,0.11798445613674376,0.019231517601196218,0.033387762441608355,0.005942649661108149,0.03601160248451427,-0.019631433744949068,-0.022764468038981522,-0.012775076676514115,-0.009409154243934235,-0.006610972557425797,0.03404927390063798,0.004732655302302898,0.002974554258554525,0.0013130454829660498,0.0031323335045242116,-0.005992547457650203,0.1555186427504192,-0.05403544361030509,0.0,0.0,-0.0
108.0,0.050128206493605276,3.2782192643080847,1.6964963977432235,1.008059971675125,0.06969253044190893,0.07241248963273605,0.003189678210315794,-0.3551904268165439,-0.3433389498309943,-0.47568295184715137,0.32373527314499567,0.029470616080634754,0.19202256873836604,0.24107885287912018,0.025289435872650066,0.26820893208982016,0.0,-0.06677771507847105,-0.035304818872561435,-0.05786147003607225,0.18963657976497372,0.11973881746364995,0.019792983783157726,0.034844702813700675,0.006155268714401517,0.03778468482938247,-0.02003531306383838,-0.02326779208790183,-0.01313149480798145,-0.009788836479763904,-0.006647923776962911,0.03492190088048523,0.004885732762128194,0.0031174635464457988,0.0013732090637661803,0.003282871791029935,-0.006181837104572028,0.14551713814084982,-0.06358737765924317,0.0,0.0,-0.0
110.5,0.04730621749743369,3.2859284593783817,1.7177916584718145,1.0659516512503742,0.07570706622830681,0.07598786311032946,0.003407496256059961,-0.359748599907864,-0.34241633902122937,-0.48430183618017564,0.31010960402201604,0.028063516683228033,0.19613897802953253,0.24182529789329527,0.025388155168723673,0.26871932108054886,0.0,-0.06754380853328609,-0.03542000009619194,-0.059830135514660265,0.19787032382869102,0.12143768840251211,0.020446338401538543,0.03670159618898587,0.006368819336531155,0.03960235991902032,-0.020431853647354503,-0.02376368354929084,-0.01347328043451259,-0.010171539736340498,-0.006673606196517092,0.035786507456538365,0.005040714951604981,0.0032595572844652462,0.0014341542597975053,0.00343641576374144,-0.006370274701837971,0.1357640013035708,-0.07310077273002714,0.0,0.0,-0.0
113.0,0.04531555137622556,3.296030676699729,1.7376980670221531,1.1257502638767591,0.08167647751336915,0.0795787589905812,0.003634359602775028,-0.3642869104827231,-0.34133384634041763,-0.4928452908118973,0.2967639722698277,0.026601312149224853,0.200164610476436,0.24244423207521335,0.025447339714345405,0.26909175249409567,0.0,-0.0682911323413516,-0.03549138076107505,-0.0618135118469849,0.2061829277673595,0.12308112586593718,0.021058008847034102,0.03831263813250051,0.00658322693868126,0.041464783274412005,-0.020821129373029476,-0.024217023864082022,-0.01381606420484936,-0.010557103250143307,-0.006687935905729168,0.036643144294557686,0.005196703957561175,0.0034093321494041953,0.0014958562384363076,0.0035929571570716998,-0.006557809769831656,0.12625187917049857,-0.08257257736183202,0.0,0.0,-0.0
115.5,0.04412147762845198,3.3084538163624417,1.756248459138301,1.1874325710581157,0.08753647977493051,0.08344003535634936,0.003863746332180007,-0.36880575806646987,-0.3401031954569937,-0.501314985295795,0.2836891659243559,0.02508431601895247,0.20409776920465542,0.24294177307877976,0.025466482277036497,0.26933339100251286,0.0,-0.06902062149240427,-0.03551820913995174,-0.0638113380640215,0.2145665413480753,0.12466916808994956,0.021496366584742212,0.03973011286579663,0.006798418368360511,0.04337209873985009,-0.021203214321769255,-0.024860235489358066,-0.014169460711251582,-0.010945374005931416,-0.0066908339635228615,0.037491872906952974,0.0053395514512553045,0.0035517405246238685,0.001558291376127502,0.003752489956189514,-0.00674439686483666,0.11697380168421073,-0.09200007981355887,0.0,0.0,-0.0
118.0,0.04369034564642105,3.32312901013489,1.773475555189421,1.2509686907188824,0.09525446697972262,0.08692944002422864,0.00411149589707005,-0.37330547160554073,-0.3387358546695126,-0.5097124774902773,0.2708765676079289,0.02351284587152448,0.20793699666866702,0.24332375341738074,0.02544511964533831,0.2694510385482902,0.0,-0.06973316789836714,-0.035499714259139205,-0.06582334827601413,0.223013249279719,0.12620184040273083,0.0223558750727244,0.0419763651868347,0.007014321611611362,0.045324437636825615,-0.021578182492122774,-0.025134522793323153,-0.014482138165775408,-0.011336206412730544,-0.006682225567624683,0.038332763564100154,0.005509164859455726,0.003712309453351628,0.0016214371907353098,0.003915010331054746,-0.006929995217276913,0.1079231528346905,-0.10138087194402338,0.0,0.0,-0.0
120.5,0.04398956041736746,3.3399902673138895,1.7894118852965835,1.3163221489637578,0.5046746598193832,0.08820470482847709,0.006450191927699578,-0.37778631732695916,-0.3372430290964562,-0.5180392221536444,0.2583181055408617,0.021887222048572966,0.211681064018747,0.2435957315155244,0.025382832103763877,0.2694511510105037,0.0,-0.0704296224704889,-0.03543510870362395,-0.06784926961509717,0.23151508728660525,0.1276791612078583,-0.15495032901212552,-0.03112633341118451,0.007230865536100039,0.04732191794729249,-0.02194610750855116,-0.007717858708802928,0.026497937200651918,-0.01172946188132442,-0.006662039287954149,0.039165893940853416,0.008249869353532996,0.007701008386757687,0.0016852722874911498,0.004080516574029791,-0.007114568323570387,0.09909364436696275,-0.11071281729070089,0.0,0.0,-0.0
123.0,0.04498755763306583,3.358974145613458,1.8040897343221896,1.3834499895468295,0.1105646440394299,0.09445279922057903,0.004621554168858566,-0.3822485056881315,-0.33563565227307196,-0.5262965789250599,0.24600620936210701,0.020207766791660513,0.2153289602569343,0.24376300279953036,0.025279242808426184,0.2693398545419558,0.0,-0.07111079745333511,-0.0353235913801775,-0.06988882042364657,0.24006405905600273,0.12910114829377187,0.023683044628961036,0.0458283844792926,0.007447979672829974,0.049364643524255285,-0.022307062297109187,-0.026025004626993475,-0.015129784123986316,-0.012125008354880664,-0.0066302063906419064,0.03999134846543899,0.005822942439601169,0.004026202583627276,0.0017497763129494899,0.004249009038290621,-0.007298083503668326,0.09047929183100258,-0.119994022757634,0.0,0.0,-0.0
125.5,0.046653778414128766,3.3800194478689214,1.817541102710294,1.4523029388044204,0.11584044629771828,0.09859323061677827,0.004882690198455553,-0.3866921977862652,-0.33392437750750664,-0.5344858196460482,0.2339337701847156,0.01847480389082847,0.21887988127703334,0.24383061072514875,0.025134017079417162,0.26912296149374487,0.0,-0.07177746901421432,-0.03516435023966122,-0.07194170880016534,0.2486521538249258,0.13046782527471576,0.02389826021952266,0.04624045759329932,0.0076655940285622675,0.051452703330792646,-0.022661118746702055,-0.0267060063859791,-0.015492745011507143,-0.012522719867942669,-0.006586660266322512,0.04080921809010005,0.0059590733689734166,0.004188043843888649,0.0018149299147568977,0.004420490081114886,-0.0074805114751334,0.0820743927130931,-0.12922281343308903,0.0,0.0,-0.0
128.0,0.048958643839210225,3.4030669444166217,1.8297976800515015,1.5228256217305765,0.1277189806708483,0.1021443482115929,0.005164828210798333,-0.39111751138137457,-0.33211956924911085,-0.5426081350212392,0.22209410443978111,0.016688658730289196,0.22233321889889265,0.2438033576691359,0.02494686161445714,0.2688059858727507,0.0,-0.07243037989501762,-0.03495656494050153,-0.07400763160399455,0.2572713644313286,0.1317792277867983,0.025031751162680277,0.04984715690064152,0.007883638922520909,0.05358617070934032,-0.023008347401006133,-0.02689732768608735,-0.01575938890716458,-0.012922476194326451,-0.006531335955892201,0.04161960011477938,0.006137541060819698,0.004350382545577551,0.0018807146914846375,0.004594964011837615,-0.0076618259878490315,0.0738735064470833,-0.13839771015497906,0.0,0.0,-0.0
130.5,0.05187352945096446,3.428059120413965,1.8408908287657266,1.5949568242890697,0.13585421618031956,0.10610122654653775,0.005448612232132888,-0.3955245264956382,-0.33023129463429324,-0.5506646407136783,0.21048092114358097,0.014849658491732497,0.22568855000011576,0.24368581562411853,0.024717523621974363,0.268394158286165,0.0,-0.0730702418654193,-0.0346994094275597,-0.07608627395685506,0.2659137057155121,0.13303540906584166,0.025568993964202678,0.05135463545558765,0.008102044836247517,0.0557651026821355,-0.0233488172205968,-0.027363798785692783,-0.016077965291079695,-0.013324162604931833,-0.006464169749557287,0.04242259777556009,0.006290348294196898,0.004520919247729531,0.0019471131437444787,0.004772437043657379,-0.007842003542151274,0.06587143613936719,-0.14751740951903336,0.0,0.0,-0.0
133.0,0.055370739885848064,3.4549399467505006,1.850851575695085,1.6686297977103837,0.1457630023404679,0.11011380404836757,0.005737798386710402,-0.3999132904471861,-0.3282693153161828,-0.5586563829840353,0.19908829226107277,0.012958132269871513,0.22894562582161276,0.24348233665203742,0.024445789872592053,0.2678924403421149,0.0,-0.0736977377777127,-0.03439205440597336,-0.07817730920082581,0.27457123319121124,0.13423644468749818,0.026250211170915954,0.053533519524603175,0.008320742272075918,0.05798953928181699,-0.023682595435314355,-0.027846228394713252,-0.01638027912777841,-0.013727669713698612,-0.00638509882801394,0.04321831949368629,0.006444491275516762,0.004679617019918923,0.00201410861815365,0.004952917250281117,-0.008021023190074828,0.05806321186061792,-0.15658076607107982,0.0,0.0,-0.0
135.5,0.05942348374381945,3.4836546732174787,1.8597106096025606,1.7437726016618176,0.1566002124377741,0.11394497223930777,0.006045212915541498,-0.40428382218662073,-0.3262430796726063,-0.5665843439928947,0.18791062584820017,0.01101441094958188,0.23210436149078997,0.243197063057252,0.024131485673566978,0.26730553848051064,0.0,-0.07431352316403093,-0.03403366970367778,-0.08028039921510323,0.28323606190063355,0.1353824364624666,0.027035575904911267,0.05589572113596303,0.008539661618206577,0.06025950290942261,-0.02400974747742234,-0.02815114086520582,-0.01667155264683683,-0.014132893362637351,-0.006294060919586633,0.04400687787326171,0.006611252322526636,0.004862997775707537,0.0020816852518646006,0.005136414525247956,-0.008198866389951645,0.050444075360352544,-0.16558677644987854,0.0,0.0,-0.0
138.0,0.0640058487811972,3.514149642850389,1.8674982827852782,1.8203084840034771,0.14186107780923196,0.12159314762538687,0.006282190988502467,-0.4086361158960241,-0.3241617155047547,-0.5744494468470008,0.17694264165741544,0.009018826832546413,0.23516482577938097,0.242833937247637,0.02377447377775946,0.26663791721706376,0.0,-0.07491822746307286,-0.033623426531924835,-0.08239519497809257,0.29190038533283746,0.13647351565162483,0.02443896481786792,0.04603597045414661,0.008758733023469693,0.06257499771640329,-0.024330336965366278,-0.031107860288980858,-0.017365812847390406,-0.014539734493815982,-0.006190993960490235,0.04478838865625171,0.006583943353420245,0.005002940343097263,0.002149827921207855,0.00532294054350967,-0.00837551687916092,0.04300946605995024,-0.17453456525820094,0.0,0.0,-0.0
140.5,0.06909277748103904,3.5463721267428268,1.874244615265468,1.8981562948579116,0.17937084580415075,0.12195459332781988,0.006676259592491185,-0.41297014392882725,-0.3220340233667595,-0.582252560421384,0.1661793489023786,0.006971713121580825,0.23812723109987063,0.24239671125886755,0.02337465324361445,0.2658938117924524,0.0,-0.07551245505444895,-0.033160499663693735,-0.08452133728561312,0.30055649424045455,0.13750984573470362,0.02848805810807806,0.06047771620699937,0.008977886285347188,0.06493600900772059,-0.0246444257004606,-0.02894349504077042,-0.017250155505646247,-0.014948098974531341,-0.006075835760582393,0.04556296985653605,0.0069315189637362586,0.005214966371818614,0.002218522197282143,0.005512508723863732,-0.008550960532240363,0.03575500818289331,-0.18342337244935134,0.0,0.0,-0.0
143.0,0.07466004303446505,3.580270178904072,1.8799793003421472,1.977230931897525,0.1890892575647305,0.12611212879278888,0.007003994030769345,-0.41728585925910894,-0.31986847068099195,-0.5899945039455882,0.1556160259071263,0.004873403429583566,0.24099192374581244,0.24188895592487883,0.022931958263561363,0.2650772402282798,0.0,-0.07609678628717224,-0.032644069552104714,-0.08665845758262447,0.309196795157433,0.13849162492357817,0.028969833249847653,0.061796807091239615,0.009197050754779012,0.06734250266459546,-0.024952073647278344,-0.029405547784431045,-0.017546861572564885,-0.015357897370700485,-0.00594852368785833,0.0463307412144868,0.007082946285076985,0.005402524396020404,0.0022877543091564243,0.00570513419259274,-0.008725185191784907,0.02867649889205799,-0.19225254203138462,0.0,0.0,-0.0
145.5,0.08068422575569034,3.615792510781468,1.8847317106323658,2.05744381244963,0.20230367631476698,0.13026261749394807,0.007335831148231442,-0.4215831976377766,-0.31767318678496087,-0.5976760513191981,0.14524820141028044,0.002724231465791572,0.24375937439190487,0.24131406968520866,0.02244635697514834,0.2641920147997454,0.0,-0.07667177862527523,-0.03207332440543074,-0.08880617891146514,0.31781382841370026,0.13941908849571,0.029742735216898852,0.06433923835139596,0.009416155258486469,0.06979442458710015,-0.025253338885914273,-0.029843728566690913,-0.01781968418892934,-0.015769044689659124,-0.0058089943879893165,0.04709182398771611,0.007240740002567063,0.005567614484034793,0.0023575111130625694,0.005900833748188704,-0.008898180475863028,0.021769897322577694,-0.20102151191547168,0.0,0.0,-0.0
